file,,name,include,copyright,copyrightLink,category,disputed,territory,all,,style,canton,star,emblemFlag,red white blue,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,coldWar
01196922.svg,,Naval Ensign of India,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
90493155.svg,,Naval Ensign of Israel,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
51091405.svg,,Naval ensign of Italy,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
51525557.svg,,Naval Ensign of Jamaica,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
65507723.svg,,Naval Ensign of Jordan,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
25757289.svg,,Naval Ensign of Kazakhstan,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
28769795.svg,,Naval Ensign of Kenya,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
43802695.svg,,Naval Ensign of Latvia,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
26992936.svg,,Naval Ensign of Libya,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
02496723.svg,,Naval Ensign of Lithuania,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
00900589.svg,,Naval Ensign of Malaysia,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
68745977.svg,,Naval Ensign of Mauritius,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
63603089.svg,,Naval Ensign of Morocco,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
38160214.svg,,Naval Ensign of Myanmar,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
14048785.svg,,Naval Ensign of New Zealand,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
77426498.svg,,Naval Ensign of Nigeria,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
79039922.svg,,Naval ensign of North Korea,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
51106459.svg,,Naval Ensign of Oman,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
21309292.svg,,Naval Ensign of Pakistan,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
92336539.svg,,Naval Ensign of Papua New Guinea,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
84154905.svg,,Naval Ensign of Poland,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
67979772.svg,,Naval ensign of Russia,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
95648803.svg,,Naval Ensign of Saint Kitts and Nevis,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
94793106.svg,,Naval Ensign of Saudi Arabia,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
42674060.svg,,Naval Ensign of Serbia,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
90456362.svg,,Naval Ensign of Sierra Leone,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
52867771.svg,,Naval Ensign of Singapore,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
70644049.svg,,Naval Ensign of South Africa,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
86297694.svg,,Naval Ensign of Sri Lanka,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
17139922.svg,,Naval Ensign of Sudan,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
41719608.svg,,Naval Ensign of Thailand,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
60571621.svg,,Naval Ensign of the Bahamas,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
80072806.svg,,Naval Ensign of the Dominican Republic,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
60463181.svg,,Naval Ensign of the Solomon Islands,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
88973051.svg,,Naval Ensign of the United Kingdom,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
16392219.svg,,Naval Ensign of Tonga,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
37308566.svg,,Naval Ensign of Trinidad and Tobago,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
36851896.svg,,Naval Ensign of Vanuatu,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
55210790.svg,,Naval Ensign of Azerbaijan (Coast Guard),,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
98941513.svg,,Naval Ensign of Uzbekistan,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
33997288.svg,,Naval Ensign of Namibia,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
28301724.svg,,Naval Ensign of Poland (Coast Guard),,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
73829495.svg,,Naval Ensign of Russia (Auxiliary Ships),,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
13836334.svg,,Naval Ensign of Ukraine (Sea Guard),,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
74348183.svg,,Naval Ensign of Albania (Coast Guard),,copyright,"By Oren neu dag - This W3C-unspecified vector image was created with Inkscape ., CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=3786420",navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
99497212.svg,,Naval Ensign of India,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
02362375.svg,,Naval Ensign of Japan (Coast Guard),,copyright,"By Zscout370 - Own work, ?????????, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=8077163",navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
23181251.svg,,Naval Ensign of Poland (Auxiliary Ships),,copyright,"CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=919128",navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
32393054.svg,,Naval Ensign of The Gambia,,copyright,"By Skjoldbro - This vector image includes elements that have been taken or adapted from this file:, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=115349546",navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
51991011.svg,,Naval Ensign of Yemen,,copyright,"By MrPenguin20 - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=30141675",navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
61714637.svg,,Naval Ensign of India (Coast Guard),,copyright,"By Sushant savla - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=72895653",navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
47494729.svg,,Naval Ensign of Denmark,,copyright,"CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=601920",navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
39605501.svg,,Naval Ensign of Japan,,copyright,"By David Newton, uploader was Denelson83 - ??????? and File:DSP Z 8702 C.pdf, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=798786",navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
59670652.svg,,Naval Ensign of Sweden,,copyright,"By User: David Newton - Source: Renamed from Image:Swedish-War-Flag.svgSVG of the Swedish war flag and naval ensign made by User: David Newton.Recode by: cs:User:-xfi-, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=593937",navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
12278423.svg,,Naval Ensign of Ukraine,,copyright,"By UP9 - Decree of the President of Ukraine on 20 June 2006 Decree No. 551/2006, enclosure to the Decree No. 24, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=7014293",navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
80022041.gif,,Naval Ensign of Gabon,,copyright,"By Gabon-concorde - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=67220348",navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
20704516.svg,,Naval Ensign of Sri Lanka,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
22862825.svg,,Naval Ensign of France,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
11396905.svg,,Naval Ensign of Guyana,,,none,navalEnsign,naval,,,,,,,,,,,,,,allFiles,allFlags,
34425969.svg,,Naval Jack of the Bahamas,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
56940318.svg,,Naval Jack of the Netherlands,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
57119336.svg,,Naval Jack of Lithuania,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
39089808.svg,,Naval Jack of the People’s Republic of China,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
47081038.svg,,Naval Jack of South Korea,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
37621587.svg,,Naval Jack of the USA,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
31812522.svg,,Naval Jack of Algeria,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
45800472.svg,,Naval jack of Argentina,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
30856892.svg,,Naval Jack of Bolivia,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
20877887.svg,,Naval Jack of Bulgaria,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
31778099.svg,,Naval Jack of Canada,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
05250709.svg,,Naval Jack of Chile,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
95914440.svg,,Naval jack of Colombia,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
81400453.svg,,Naval jack of Croatia,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
55728136.svg,,Naval Jack of Cuba,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
96545309.svg,,Naval Jack of Ecuador,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
32618862.svg,,Naval Jack of Estonia,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
07934356.svg,,Naval jack of Finland,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
36469114.svg,,Naval Jack of Indonesia,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
82678313.svg,,Naval jack of Ireland,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
80059301.svg,,Naval jack of Italy,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
45006024.svg,,Naval Jack of Kazakhstan,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
56107168.svg,,Naval Jack of Latvia,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
24714781.svg,,Naval Jack of Malta,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
02458531.svg,,Naval Jack of Mexico,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
38958970.svg,,Naval Jack of Morocco,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
38200177.svg,,Naval Jack of Norway,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
39784055.svg,,Naval Jack of Pakistan,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
22720847.svg,,Naval Jack of Paraguay,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
34669787.svg,,Naval Jack of Peru,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
05805438.svg,,Naval Jack of Poland,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
65416751.svg,,Naval Jack of Portugal,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
16939735.svg,,Naval Jack of Romania,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
61908856.svg,,Naval Jack of Russia,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
41496358.svg,,Naval Jack of Saudi Arabia,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
21955534.svg,,Naval jack of Slovenia,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
43869524.svg,,Naval jack of Spain,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
61860106.svg,,Naval Jack of Thailand,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
23730419.svg,,Naval Jack of the Dominican Republic,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
11620831.svg,,Naval Jack of the Philippines,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
00245016.svg,,Naval Jack of the Republic of China,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
56381913.svg,,Naval Jack of Uruguay,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
34161302.svg,,Naval Jack of Venezuela,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
71866041.svg,,Naval Jack of Liberia,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
90999118.svg,,Naval Jack of Cambodia,,copyright,"By No machine-readable author provided. Lexicon assumed (based on copyright claims). - No machine-readable source provided. Own work assumed (based on copyright claims)., CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=1395506",navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
18119996.svg,,Naval Jack of Bahrain,,copyright,"By MrPenguin20 - Own work. Flag visible here., CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=28891992",navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
21638755.svg,,Naval Jack of Brazil,,copyright,"CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=599977",navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
93682034.png,,Naval Jack of Cyprus,,copyright,"By Rohirrim at the English Wikipedia, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=16981121",navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
22160885.svg,,Naval Jack of Greece,,copyright,"By (of code) cs:User:-xfi- - own code; colors by Zscout370, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=598207",navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
26455272.svg,,Naval Jack of Iran,,copyright,"By Fry1989 eh? - This vector image includes elements that have been taken or adapted from this file:, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=25687190",navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
83409967.svg,,Naval Jack of Montenegro,,copyright,"By Apiya (talk) 12:43, 30 July 2010 (UTC). - http://www.odbrana.gov.me/vijesti/98425/Vlada-Crne-Gore-donijela-Uredbu-o-izgledu-i-nacinu-upotrebe-zastave-Vojske-Crne-Gore-i-zastava-jedinica-Vojske-Crne-Gore.html, Public Domain, https://commons.wikimedia.org/w/index.php?curid=12045963",navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
30737792.svg,,Naval Jack of North Korea,,copyright,"By Sshu94 - Own work based on [1], CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=95705551",navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
64702408.svg,,Naval Jack of Panama,,copyright,"By A - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=22899591",navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
71018830.svg,,Naval Jack of the Netherlands,,copyright,"By Made by David Newton. Colours altered by Denelson83. - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=566491",navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
19166723.svg,,Naval Jack of Nicaragua,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
08808778.png,,Naval Jack of Ukraine,,,none,navalJack,naval,,,,,,,,,,,,,,allFiles,allFlags,
56045295.svg,,Naval Ensign of French Indochina (1923-1949),,,none,navalEnsign,naval,historical,,,,,,,,,,,,,allFiles,allFlags,
16674508.svg,,Naval Ensign of Romania (1952-1965),,,none,navalEnsign,naval,historical,,,,,,,,,,,,,allFiles,allFlags,
52656387.svg,,Naval Ensign of Bulgaria (1991-2005),,,none,navalEnsign,naval,historical,,,,,,,,,,,,,allFiles,allFlags,
02946355.svg,,Naval Ensign of Burma (1948-1974),,,none,navalEnsign,naval,historical,,,,,,,,,,,,,allFiles,allFlags,
95065855.svg,,Naval Ensign of Burma (1974-1994),,,none,navalEnsign,naval,historical,,,,,,,,,,,,,allFiles,allFlags,
35019329.svg,,Naval Ensign of Georgia (1997-2004),,,none,navalEnsign,naval,historical,,,,,,,,,,,,,allFiles,allFlags,
26408817.svg,,Naval Ensign of Hungary (1957-1991),,,none,navalEnsign,naval,historical,,,,,,,,,,,,,allFiles,allFlags,
24922780.svg,,Naval Ensign of Libya (1977-2011),,,none,navalEnsign,naval,historical,,,,,,,,,,,,,allFiles,allFlags,
25577393.svg,,Naval Ensign of Nigeria (1960-1998),,,none,navalEnsign,naval,historical,,,,,,,,,,,,,allFiles,allFlags,
76078274.svg,,Naval Ensign of South Africa (1959-1981),,,none,navalEnsign,naval,historical,,,,,,,,,,,,,allFiles,allFlags,
00578108.svg,,Naval Ensign of South Vietnam (1954-1975),,,none,navalEnsign,naval,historical,,,,,,,,,,,,,allFiles,allFlags,
36900883.svg,,Naval Ensign of Sudan (1956-1970),,,none,navalEnsign,naval,historical,,,,,,,,,,,,,allFiles,allFlags,
98331578.svg,,Naval Ensign of the Soviet Union (1950-1991),,,none,navalEnsign,naval,historical,,,,,,,,,,,,,allFiles,allFlags,
35729325.svg,,Naval Ensign of the United Arab Republic (1958-1971),,,none,navalEnsign,naval,historical,,,,,,,,,,,,,allFiles,allFlags,
57512039.svg,,Naval Ensign of Yugoslavia (1949-1993),,,none,navalEnsign,naval,historical,,,,,,,,,,,,,allFiles,allFlags,
45918319.svg,,Naval Ensign of the Confederate States of America (1863-1865),,,none,navalEnsign,naval,historical,,,,,,,,,,,,,allFiles,allFlags,
01345086.svg,,Naval Ensign of the USA (2002-2019),,,none,navalEnsign,naval,historical,,,,,,,,,,,,,allFiles,allFlags,
07100939.svg,,Naval Ensign of Ethiopia (1955-1974),,copyright,"By This W3C-unspecified vector image was created with Inkscape . - This vector image includes elements that have been taken or adapted from this file:, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=22098787",navalEnsign,naval,historical,,,,,,,,,,,,,allFiles,allFlags,
54216287.svg,,Naval Ensign of Sweden and Norway (1844-1905),,,none,navalEnsign,naval,historical,,,,,,,,,,,,,allFiles,allFlags,
81226629.svg,,Naval Ensign of Germany (1921-1933),,,none,navalEnsign,naval,historical,,,,,,,,,,,,,allFiles,allFlags,
78790841.svg,,A (Alfa),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
75705515.svg,,B (Bravo),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
26613255.svg,,C (Charlie),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
67818744.svg,,D (Delta),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
70468945.svg,,E (Echo),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
63513441.svg,,F (Foxtrot),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
55724469.svg,,G (Golf),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
21962294.svg,,H (Hotel),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
59148250.svg,,I (India),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
08583130.svg,,J (Juliett),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
87056264.svg,,K (Kilo),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
38379544.svg,,L (Lima),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
91648233.svg,,M (Mike),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
00706070.svg,,N (November),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
04423240.svg,,O (Oscar),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
90222260.svg,,P (Papa),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
90354729.svg,,Q (Quebec),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
97138271.svg,,R (Romeo),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
70825630.svg,,S (Sierra),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
96355396.svg,,T (Tango),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
27610851.svg,,U (Uniform),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
96873218.svg,,V (Victor),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
96868232.svg,,W (Whiskey),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
28859896.svg,,X (X-ray),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
63156888.svg,,Y (Yankee),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
32159927.svg,,Z (Zulu),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
75223986.svg,,8 (NATO),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
19716528.svg,,5 (NATO),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
65695257.svg,,4 (NATO),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
68829945.svg,,9 (NATO),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
83321092.svg,,1 (NATO),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
82529025.svg,,7 (NATO),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
85384673.svg,,6 (NATO),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
79173852.svg,,3 (NATO),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
01619876.svg,,2 (NATO),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
57921722.svg,,0 (NATO),,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
13791783.svg,,8 (ICS),,copyright,"GPL, https://commons.wikimedia.org/w/index.php?curid=518178",signal,,,,,,,,,,,,,,,allFiles,allFlags,
45912002.svg,,5 (ICS),,copyright,"GPL, https://commons.wikimedia.org/w/index.php?curid=518174",signal,,,,,,,,,,,,,,,allFiles,allFlags,
68281232.svg,,4 (ICS),,copyright,"GPL, https://commons.wikimedia.org/w/index.php?curid=518172",signal,,,,,,,,,,,,,,,allFiles,allFlags,
56328270.svg,,9 (ICS),,copyright,"GPL, https://commons.wikimedia.org/w/index.php?curid=518176",signal,,,,,,,,,,,,,,,allFiles,allFlags,
32035382.svg,,1 (ICS),,copyright,"GPL, https://commons.wikimedia.org/w/index.php?curid=518168",signal,,,,,,,,,,,,,,,allFiles,allFlags,
86453708.svg,,7 (ICS),,copyright,"GPL, https://commons.wikimedia.org/w/index.php?curid=518175",signal,,,,,,,,,,,,,,,allFiles,allFlags,
16192862.svg,,6 (ICS),,copyright,"GPL, https://commons.wikimedia.org/w/index.php?curid=518173",signal,,,,,,,,,,,,,,,allFiles,allFlags,
27174909.svg,,3 (ICS),,copyright,"GPL, https://commons.wikimedia.org/w/index.php?curid=518170",signal,,,,,,,,,,,,,,,allFiles,allFlags,
20953699.svg,,2 (ICS),,copyright,"GPL, https://commons.wikimedia.org/w/index.php?curid=518171",signal,,,,,,,,,,,,,,,allFiles,allFlags,
75108041.svg,,0 (ICS),,copyright,"GPL, https://commons.wikimedia.org/w/index.php?curid=518168",signal,,,,,,,,,,,,,,,allFiles,allFlags,
17609675.svg,,Repeat Four,,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
33924848.svg,,Repeat One,,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
19793682.svg,,Repeat Three,,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
20796023.svg,,Repeat Two,,,none,signal,,,,,,,,,,,,,,,allFiles,allFlags,
63454427.gif,,Flag of the UAE Navy,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
14327434.svg,,Air Force Ensign of Bangladesh,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
55960219.svg,,Air Force Ensign of Belgium,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
74605509.svg,,Air Force Ensign of Canada,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
74339144.svg,,Air Force Ensign of Egypt,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
87298200.svg,,Air Force Ensign of India,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
05213963.svg,,Air Force Ensign of Jordan,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
54071161.svg,,Air Force Ensign of Kenya,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
86176924.svg,,Air Force Ensign of Lithuania,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
82808536.svg,,Air Force Ensign of Malaysia,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
61802737.svg,,Air Force Ensign of Pakistan,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
93628872.svg,,Air Force Ensign of South Africa,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
05957777.svg,,Air Force Ensign of Sri Lanka,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
85587749.svg,,Air Force Flag of the People's Republic of China,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
39372444.svg,,Albanian Air Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
78011280.svg,,Albanian Land Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
52327976.svg,,Albanian Naval Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
78794665.svg,,Army Flag of Georgia,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
96362048.svg,,Army Flag of Myanmar,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
08668083.svg,,Armed Forces of the Russian Federation (obverse),,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
82690140.svg,,Coastguard Ensign of Antigua and Barbuda,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
78960959.svg,,Ensign of the Ukrainian Air Force,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
34530222.svg,,Ensign of the Ukrainian Armed Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
25692138.svg,,Ensign of the Ukrainian Ground Forces,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
69097620.svg,,Ensign of the Vietnam People's Navy,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
98520520.svg,,Flag of the German Air Force,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
05559119.svg,,Flag of the Somalian Navy,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
55846608.svg,,Flag of the Armed Forces of Myanmar,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
19155059.png,,Flag of the Armed Forces of Belarus,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
37574008.svg,,Flag of the Armed Forces of the Philippines,,,none,military,,,,,,,,,,,,,,,allFiles,allFlags,
